时间, 账本, 类型, 一级分类, 二级分类, 金额, 账户, 报销, 备注
2025/05/25 18:09:15,日常账本,支出,饮品,,-3.0,微信钱包,,百岁山
2025/05/25 16:46:21,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/05/25 15:36:00,日常账本,收入,咸鱼收入,,1.3,支付宝,,【超值】黑马程序员大数据直播课-狂野大数据学习资料，全套
2025/05/25 14:15:32,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/25 12:03:06,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/25 09:19:14,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/05/24 22:32:54,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/24 21:39:04,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/24 20:45:59,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/24 18:51:52,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/24 17:21:25,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/24 15:23:13,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/24 11:38:06,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/24 11:17:05,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/24 10:54:27,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/24 10:07:28,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/24 06:49:35,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/24 00:27:20,日常账本,收入,咸鱼收入,,1.99,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/05/23 23:36:04,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/23 23:09:48,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/23 23:08:45,日常账本,支出,日用,,-109.0,支付宝,,防晒
2025/05/23 20:51:18,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/23 20:32:33,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/23 19:47:37,日常账本,收入,其他,,30.11,中信银行,,网盘推广
2025/05/23 14:11:30,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/23 13:18:25,日常账本,收入,红包,,80.0,微信钱包,,报销：拖鞋，风扇
2025/05/23 13:17:18,日常账本,支出,购物,,-49.8,微信钱包,,风扇
2025/05/23 12:29:12,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/23 12:20:54,日常账本,支出,交通,打车,-7.64,支付宝,,高德打车
2025/05/23 12:02:38,日常账本,支出,交通,打车,-6.0,支付宝,,高德打车
2025/05/23 06:45:56,日常账本,支出,游戏,,-98.0,微信钱包,,火影月卡
2025/05/23 01:35:46,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/23 00:38:58,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/05/22 22:13:45,日常账本,支出,其它,,-2.6,微信钱包,,留白打印-普通打印-DYS268U80351T1747923221812
2025/05/22 21:29:39,日常账本,收入,咸鱼收入,,3.0,支付宝,,web3
2025/05/22 21:20:26,日常账本,收入,咸鱼收入,,1.99,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/22 21:17:34,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/22 18:22:53,日常账本,支出,其它,,-2.7,微信钱包,,双鱼复印店-打印费
2025/05/22 16:14:46,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/22 15:35:28,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/22 15:18:49,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/22 14:48:15,日常账本,支出,餐饮,,-16.8,支付宝,,卤肉饭
2025/05/22 13:16:37,日常账本,支出,交通,,-100.0,微信钱包,,长安通互联互通充值
2025/05/22 10:58:56,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/22 09:40:34,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/22 03:34:29,日常账本,支出,其它,,-120.0,微信钱包,,科三补考
2025/05/21 22:58:37,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/21 22:56:32,日常账本,支出,购物,,-24.21,微信钱包,,拖鞋
2025/05/21 20:25:39,日常账本,支出,饮品,,-3.0,微信钱包,,可乐
2025/05/21 20:08:55,日常账本,支出,餐饮,,-14.0,微信钱包,,沙拉酱拌饭
2025/05/21 17:15:26,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/21 16:33:17,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/21 15:13:09,日常账本,收入,咸鱼收入,,0.95,支付宝,,超值！Go语言实战流媒体视频网站资料，带源码课件助你高效掌
2025/05/21 14:43:03,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/21 12:55:14,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/21 12:34:40,日常账本,支出,餐饮,,-1.0,微信钱包,,不知道是啥了
2025/05/21 12:32:50,日常账本,支出,饮品,,-6.0,微信钱包,,矿泉水
2025/05/21 12:16:16,日常账本,支出,餐饮,,-12.9,微信钱包,,午饭
2025/05/21 10:05:11,日常账本,支出,餐饮,,-3.0,微信钱包,,土豆饼
2025/05/21 09:21:14,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/21 00:29:52,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 21:22:08,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/20 21:00:09,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 20:55:00,日常账本,支出,饮品,,-3.0,微信钱包,,百岁山
2025/05/20 20:37:27,日常账本,支出,餐饮,,-3.0,微信钱包,,烤肠？
2025/05/20 20:00:11,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 19:19:26,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 18:54:43,日常账本,支出,购物,,-349.21,中信银行,,电脑适配器
2025/05/20 18:39:36,日常账本,支出,饮品,,-3.0,微信钱包,,百岁山
2025/05/20 18:18:20,日常账本,支出,餐饮,,-13.8,微信钱包,,应该是饭
2025/05/20 18:06:49,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 17:14:23,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 11:57:12,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/05/20 10:36:48,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 10:19:14,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 09:40:02,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/20 00:49:15,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/05/19 18:10:51,日常账本,支出,饮品,,-3.0,微信钱包,,农夫山泉
2025/05/19 17:57:53,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡饭
2025/05/19 16:00:51,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/19 15:14:55,日常账本,收入,其他,,1.2,微信钱包,,微信红包-来自Zz
2025/05/19 13:31:12,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/19 12:14:01,日常账本,支出,餐饮,,-12.0,微信钱包,,麻辣拌
2025/05/19 11:44:38,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/19 08:48:55,日常账本,收入,其他,,40.0,微信钱包,,F-妈的红包
2025/05/19 07:22:29,日常账本,收入,咸鱼收入,,1.99,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/19 00:44:55,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/18 23:55:38,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/18 23:43:45,日常账本,收入,咸鱼收入,,2.7,支付宝,,解锁B站宝藏充电视频合集，超值内容独家享！
2025/05/18 22:31:29,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/18 22:18:14,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/18 20:25:39,日常账本,支出,饮品,,-6.0,微信钱包,,矿泉水
2025/05/18 17:45:37,日常账本,支出,餐饮,,-19.9,中信银行,,猪脚饭
2025/05/18 15:31:43,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/05/18 13:34:29,日常账本,支出,购物,,-99.0,微信钱包,,京东会员
2025/05/18 11:14:22,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/18 04:25:54,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/18 00:04:26,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/17 23:02:37,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/17 22:30:28,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/17 20:31:58,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/17 19:50:22,日常账本,支出,餐饮,,-18.81,中信银行,,新疆炒饼
2025/05/17 17:44:27,日常账本,支出,餐饮,,-18.81,,,京东外卖-牛肉冒菜
2025/05/17 15:37:37,日常账本,支出,其它,,-353.48,支付宝,,删花呗记录
2025/05/17 15:28:34,日常账本,支出,其它,,-1521.99,中信银行,,删花呗记录
2025/05/17 15:14:26,日常账本,收入,其他,,63.8,招商银行,,存零钱
2025/05/17 14:51:14,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/17 13:15:11,日常账本,收入,红包,,30.0,微信钱包,,
2025/05/17 13:12:11,日常账本,支出,购物,,-29.99,微信钱包,,小米椒
2025/05/17 12:19:52,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/17 09:20:05,日常账本,支出,游戏,,-171.0,微信钱包,,［豪华版＋传说版］忍法帖·赤红之怒(为2**933购买)
2025/05/17 01:49:53,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/16 20:30:03,日常账本,支出,饮品,,-1.09,中信银行,,奶茶
2025/05/16 19:23:51,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/16 18:32:51,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/05/16 17:22:10,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/16 16:14:19,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/16 11:56:53,日常账本,支出,其它,,-1.9,微信钱包,,双鱼复印店-打印费
2025/05/16 11:42:21,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/16 11:34:29,日常账本,支出,餐饮,,-11.0,微信钱包,,干锅煎肉饭
2025/05/16 10:18:04,日常账本,收入,其他,,20.1,中信银行,,网盘推广
2025/05/16 04:04:18,日常账本,收入,咸鱼收入,,1.99,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/15 21:41:57,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/15 21:26:22,日常账本,支出,日用,,-13.0,微信钱包,,矿泉水和小包卫生纸
2025/05/15 20:33:12,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/15 19:16:26,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/15 17:36:48,日常账本,支出,餐饮,,-19.84,微信钱包,,麻辣拌
2025/05/15 14:53:41,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/15 14:26:45,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/15 11:19:34,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/15 10:15:29,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/15 10:10:35,日常账本,支出,餐饮,,-15.0,微信钱包,,炸鸡咖喱
2025/05/15 02:43:08,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/05/14 23:50:33,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/05/14 21:14:22,日常账本,支出,饮品,,-6.0,微信钱包,,矿泉水
2025/05/14 19:26:34,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/14 18:31:08,日常账本,收入,咸鱼收入,,2.7,支付宝,,出2025年聚客大模型资料，多期内容，涵盖项目实战、工具技术
2025/05/14 17:47:29,日常账本,收入,咸鱼收入,,2.0,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/05/14 17:21:39,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/14 17:09:30,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/14 16:29:31,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/14 14:15:31,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/14 12:39:33,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/05/14 12:36:41,日常账本,支出,饮品,,-5.0,微信钱包,,元气森林
2025/05/14 09:32:45,日常账本,支出,饮品,,-4.0,微信钱包,,苏打水
2025/05/14 09:32:00,日常账本,支出,餐饮,,-7.5,微信钱包,,手抓饼
2025/05/14 09:04:45,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/14 00:38:26,日常账本,收入,咸鱼收入,,2.85,支付宝,,#【Go语言微服务实战课程】&mdash;&mdash;开启微服务开发新征程！
2025/05/13 23:22:43,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/13 19:37:25,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/13 15:57:10,日常账本,收入,咸鱼收入,,2.79,支付宝,,【GO语言实战项目】
2025/05/13 13:09:20,日常账本,支出,其它,,-10.8,支付宝,,夸克会员
2025/05/13 11:38:37,日常账本,收入,咸鱼收入,,2.79,支付宝,,【GO语言实战项目】
2025/05/13 10:57:41,日常账本,支出,餐饮,,-40.0,微信钱包,,魏斯理汉堡
2025/05/12 21:12:23,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/12 13:05:51,日常账本,收入,咸鱼收入,,1.3,支付宝,,【超值】黑马程序员大数据直播课-狂野大数据学习资料，全套
2025/05/12 13:01:39,日常账本,支出,游戏,,-6.0,微信钱包,,深圳市腾讯天游科技有限公司
2025/05/12 11:19:54,日常账本,支出,购物,,-19.6,微信钱包,,外卖
2025/05/11 21:05:42,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/11 17:42:30,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/05/11 12:57:02,日常账本,支出,餐饮,,-99.0,微信钱包,,魏斯理汉堡
2025/05/11 11:22:34,日常账本,支出,其它,,-30.0,微信钱包,,理发
2025/05/11 10:55:01,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>招商银行
2025/05/11 10:55:01,日常账本,转账,转账,,1000.0,招商银行,,中信银行>招商银行
2025/05/11 10:46:12,日常账本,收入,咸鱼收入,,3.0,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/11 10:04:31,日常账本,支出,饮品,,-5.0,微信钱包,,元气森林
2025/05/11 09:53:00,日常账本,支出,餐饮,,-5.3,微信钱包,,早餐包子
2025/05/11 00:45:26,日常账本,收入,咸鱼收入,,2.85,支付宝,,#【Go语言微服务实战课程】&mdash;&mdash;开启微服务开发新征程！
2025/05/10 19:08:00,日常账本,支出,餐饮,,-28.0,微信钱包,,牛肉饭
2025/05/10 16:27:01,日常账本,支出,饮品,,-3.0,微信钱包,,可乐
2025/05/10 11:50:53,日常账本,支出,餐饮,,-23.79,中信银行,,新疆炒粉
2025/05/10 01:03:54,日常账本,收入,咸鱼收入,,3.0,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 23:53:18,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/05/09 22:44:47,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/09 18:15:09,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/05/09 18:00:55,日常账本,收入,咸鱼收入,,2.7,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 16:29:00,日常账本,收入,咸鱼收入,,2.7,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 15:47:02,日常账本,收入,咸鱼收入,,3.0,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 15:32:47,日常账本,收入,咸鱼收入,,2.7,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 15:31:15,日常账本,收入,咸鱼收入,,3.0,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 14:28:18,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/09 12:42:06,日常账本,收入,咸鱼收入,,3.0,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 11:30:34,日常账本,收入,其他,,10.82,中信银行,,网盘推广
2025/05/09 11:29:20,日常账本,支出,餐饮,,-10.31,中信银行,,华莱士
2025/05/09 11:18:41,日常账本,收入,咸鱼收入,,3.0,支付宝,,全新马士兵AI大模型全链路实战课程，马士兵教育出品，帮你
2025/05/09 10:17:19,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/08 21:44:44,日常账本,收入,咸鱼收入,,2.85,支付宝,,#【Go语言微服务实战课程】&mdash;&mdash;开启微服务开发新征程！
2025/05/08 21:06:28,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/08 19:59:41,日常账本,收入,其他,,2.0,微信钱包,,typora
2025/05/08 16:47:36,日常账本,支出,饮品,,-2.31,中信银行,,拿铁
2025/05/08 11:20:26,日常账本,支出,餐饮,,-16.71,中信银行,,午饭
2025/05/08 10:45:59,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/05/07 22:14:22,日常账本,收入,咸鱼收入,,2.85,支付宝,,#【Go语言微服务实战课程】&mdash;&mdash;开启微服务开发新征程！
2025/05/07 20:49:24,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/07 15:52:20,日常账本,支出,其它,,-645.0,微信钱包,,微信转账
2025/05/07 13:05:10,日常账本,支出,餐饮,,-21.9,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2025/05/07 12:41:20,日常账本,支出,游戏,,-6.0,微信钱包,,60点券*1(为2**933购买)
2025/05/07 09:24:43,日常账本,支出,餐饮,,-4.0,微信钱包,,包子
2025/05/07 09:23:40,日常账本,支出,饮品,,-4.0,微信钱包,,苏打水
2025/05/06 22:27:34,日常账本,收入,其他,,262.65,中信银行,,制冰机退款
2025/05/06 22:26:14,日常账本,收入,其他,,380.0,微信钱包,,微信转账
2025/05/06 21:36:42,日常账本,收入,咸鱼收入,,3.0,支付宝,,web3
2025/05/06 18:25:20,日常账本,支出,餐饮,,-15.4,支付宝,,猪脚饭
2025/05/06 17:24:54,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/06 14:26:44,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/05 23:17:24,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/05 22:33:21,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/05 21:35:30,日常账本,支出,交通,公交地铁,-100.0,微信钱包,,长安通互联互通充值
2025/05/05 21:33:25,日常账本,支出,餐饮,,-17.0,微信钱包,,炒菜
2025/05/05 17:05:01,日常账本,支出,饮品,,-3.0,支付宝,,农夫山泉
2025/05/05 15:57:08,日常账本,支出,饮品,,-4.0,支付宝,,苏打水
2025/05/05 12:01:36,日常账本,支出,餐饮,,-23.31,中信银行,,华莱士
2025/05/04 20:25:38,日常账本,收入,咸鱼收入,,1.0,支付宝,,AGI大模型全栈实践班+智泊AI资源，全新上线！
2025/05/04 13:38:32,日常账本,收入,其他,,265.0,微信钱包,,
2025/05/04 13:36:29,日常账本,支出,购物,,-262.65,中信银行,,制冰机
2025/05/04 12:23:12,日常账本,支出,餐饮,,-17.1,微信钱包,,汉堡
2025/05/03 21:14:16,日常账本,收入,其他,,1.29,招商银行,,利息
2025/05/03 21:13:50,日常账本,收入,其他,,0.26,中信银行,,利息
2025/05/03 21:12:09,日常账本,收入,零钱通,,2.37,微信钱包,,
2025/05/03 16:15:33,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/05/03 15:10:56,日常账本,支出,饮品,,-38.64,微信钱包,,CHAGEE霸王茶姬（陕西西安万象天地B1层店）
2025/05/03 15:07:04,日常账本,支出,服饰,,-199.0,微信钱包,,优衣库(西安万象天地店)（衬衫）
2025/05/03 13:12:41,日常账本,收入,其他,,1.08,微信钱包,,元气森林现金红包-1.08元
2025/05/03 11:26:25,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/05/03 10:35:30,日常账本,支出,购物,,-38.84,微信钱包,,电动牙刷刷头
2025/05/03 01:29:46,日常账本,收入,生活费,,47.0,微信钱包,,微信转账
2025/05/03 01:23:02,日常账本,支出,娱乐,,-93.8,支付宝,,淘票票
2025/05/02 23:39:33,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/05/02 23:39:27,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/05/02 07:21:41,日常账本,支出,饮品,,-12.0,微信钱包,,矿泉水
2025/05/01 10:47:25,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/05/01 08:11:39,日常账本,支出,饮品,,-5.9,微信钱包,,椰子水
2025/05/01 07:24:10,日常账本,收入,咸鱼收入,,3.0,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/30 23:38:53,日常账本,支出,饮品,,-9.0,微信钱包,,沣东新城新世叶烟酒副食店
2025/04/30 11:49:47,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/04/30 11:48:49,日常账本,支出,饮品,,-4.0,微信钱包,,电解质水
2025/04/30 09:15:27,日常账本,支出,饮品,,-5.0,微信钱包,,元气森林
2025/04/30 09:02:06,日常账本,支出,餐饮,,-7.5,微信钱包,,手抓饼
2025/04/30 08:28:02,日常账本,支出,服饰,,-79.2,支付宝,,【活动价】250g重磅纯棉T恤男夏季短袖2025新款潮牌印花宽松百搭美式上衣男
2025/04/29 22:12:04,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/29 13:51:40,日常账本,支出,游戏,,-6.0,微信钱包,,支付订单(为2**933购买)
2025/04/29 11:36:59,日常账本,支出,餐饮,,-16.6,微信钱包,,肉酱拌面
2025/04/28 21:09:28,日常账本,收入,其他,,9.57,微信钱包,,微信红包-来自小帆Sail
2025/04/28 12:17:27,日常账本,支出,餐饮,,-23.0,微信钱包,,香菇滑鸡饭
2025/04/28 08:55:22,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
